name,email,city,phone,website
"Banyan","info@banyanspa.com.au","Cairns City","+61740411090","https://www.banyanspa.com.au/"
"Beauty Bliss Skin Boutique","info@beautybliss.net.au","Carlton North","+61393888890","https://beautybliss.net.au/"
"Lotus Day Spa","alex@honee.com.au","Melbourne","","https://www.honee.com.au/v/massage/relaxation-massage/lotus-day-spa/lotus-day-spa-collins-street"
"Mind Thai Day Spa","info@mindthaidayspa.com.au","Coorparoo","+61733973990","https://mindthaidayspa.com.au/"
"endota spa Fortitude Valley","info@endota.com.au","Fortitude Valley","+61737097520","https://endotaspa.com.au/find-a-spa/fortitude-valley?utm_source=google"
"The Greville Clinic South Yarra","hello@thegrevilleclinic.com.au","South Yarra","+61398242634","https://thegrevilleclinic.com.au/"
"Silk Day Spa","escape@silkdayspa.com.au","Bendigo","+61354445554","http://silkdayspa.com.au/"
"Catalena Beauty and Day Spa","catalenabeauty@yahoo.com.au","Cairns City","+61740413284","https://www.catalenabeauty.com.au/"
"Chinese Treatment Centre - Acupuncture Canberra","dr.y.b.cai@gmail.com","Turner","+61261620089","https://chinesetreatmentcentre.com.au/"
"OCEAN Day Spa","info@oceandayspa.com.au","Surfers Paradise","+61755315121","https://oceandayspa.com.au/"
"The Skin Institute","info@theskininstitute.com.au","Brighton","+61395968666","http://theskininstitute.com.au/"
"Temple Skincare & Spa","salon@templeskincare.com.au","Castle Hill","+61296342411","http://www.templeskincare.com.au/"
"Aztec Day Spa & Skin Clinic","info@aztecdayspa.com.au","Tuggerah","+61243533123","https://aztecdayspa.com.au/"
"Skin Spa","info@skinspa.com.au","Ashgrove","+61733661800","https://www.skinspa.com.au/"
"Laserclear Cosmetic Clinic","info@laserclear.com.au","East Gosford","+61243243375","http://www.laserclear.com.au/"
"Won Wellness Clinic | Integrative Doctor Gold Coast | Dr Jane Chapman","drjane@wonwellness.com.au","Bundall","+61756483931","https://www.wonwellness.com.au/"
"Melbourne Shiatsu Pty Ltd","hello@melbourneshiatsu.com.au","Fitzroy","","http://www.melbourneshiatsu.com.au/"
"Vibrant Ayurveda Wellness Centre Brisbane","info@vibrantayurveda.com.au","West End","+61738462272","https://vibrantayurveda.com.au/"
"Laser Clinics Australia - Helensvale","info@laserclinics.com.au","Helensvale","+61756132032","https://www.laserclinics.com.au/skin-care-clinic/westfield-helensvale/?utm_source=google"
"healTHY self","info@healthyselfcentre.com.au","Erina","+61243652949","https://www.healthyselfcentre.com.au/"
"Brisbane Livewell Clinic (Cannon Hill)","info@brisbanelivewellclinic.com.au","Cannon Hill","+61738996911","https://www.brisbanelivewellclinic.com.au/cannon-hill/"
"Laser Clinics Australia - Darwin Casuarina","info@laserclinics.com.au","Casuarina","+61889671601","https://www.laserclinics.com.au/skin-care-clinic/darwin-casuarina/?utm_source=google"
"Red Lotus Massage Brighton","brighton@redlotusmassage.com.au","Brighton","+61395969275","https://www.redlotusmassage.com.au/"
"True Thai Massage (Port Melbourne)","tae@truethai.com.au","Port Melbourne","+61396460200","https://www.truethai.com.au/"
"Revive Chinese massage Dromana","info@revivechinesemassage.com.au","Dromana","+61359034269","http://www.revivechinesemassage.com.au/"
"Alice's Massage Sydney CBD","astridzheng795@gmail.com","Darlinghurst","","https://alicemassage.com.au/"
"Thai Massage Central","info@thaimassagecentral.com","London","","http://www.thaimassagecentral.com/"
"Touch Point Massage Geelong West","touchpointclinics@outlook.com","Geelong West","","https://touchpointmassage.net.au/?utm_source=google"
"MintSkin（CBD）","mintskinmelbourne@gmail.com","Melbourne","+61420535486","http://www.mintskinclinic.com.au/"
"Miss Massage","missmassage56@yahoo.com","Bondi Beach","+61279011785","http://missmassage.com.au/"
"Massage One GC","mel@massageone.com.au","Burleigh Waters","+61755061000","https://www.massageone.com.au/"
"Tokyo Head Spa","info@tokyoheadspa.com.au","St Leonards","","https://www.tokyoheadspa.com.au/"
"Nature's Energy Day Spa & Bathhouse in Newtown","info@naturesenergy.com.au","Newtown","+61295555533","http://www.naturesenergy.com.au/"
"Kula Health","info@kulahealth.com.au","New Farm","+61432561229","https://kulahealth.com.au/"
"Beyond Windsor-Prahran","admin@movebeyond.com.au","Prahran","+61395302224","https://www.movebeyond.com.au/locations/windsor/"
"Leon's Chinese Traditional Massage","leon@leonsmassage.com.au","Ballarat Central","+61353319228","http://www.leonsmassage.com.au/?utm_source=google"
"Sandy Bay Massage","info@sandybaymassage.com.au","Battery Point","+61362232328","http://www.sandybaymassage.com.au/"
"The Daily Massage","appointments@thedailymassage.com.au","Paddington","+61731133278","https://www.thedailymassage.com.au/"
"Body and Mindset Wellness - Professional Massage Service","bodyandmindsetwellness@gmail.com","Varsity Lakes","+61416393123","http://www.bamswellness.com/"
"Unwind Mobile Massage","unwindmobilemassage.gc@gmail.com","Upper Coomera","+61413236374","https://www.facebook.com/UnwindMobileMassageGC"
"Angel Massage Parramatta - Parramatta Massage, 按摩","support@nearbymassage.com.au","Parramatta","+61434068745","https://www.nearbymassage.com.au/angel-massage-parramatta/"
"Pailin Thai Wellness","pailinthaimelbourne@gmail.com","South Yarra","+61399784834","http://www.pailinthaiwellness.com.au/"
"Calmtopia Thai Massage & Organic Oil","hello@calmtopia.com.au","St Kilda","+61370433921","http://www.calmtopia.com.au/?utm_source=google"
"Aroya Thai Massage & Spa Indooroopilly (Professional Massage)","aroyathaimassage@gmail.com","Indooroopilly","+61738782525","http://www.aroyathaimassageandspa.com/"
"Body Alive Massage","eben@eyebytes.com","Cairns City","+61467467222","http://bodyalivemassage.com/"
"Empire Day Spa & Massage | Melbourne Richmond Victoria","empirebookme@gmail.com","Richmond","+61399436561","http://www.empiredayspa.com.au/"
"Body Freedom Spa & Clinic","jacqueline@bodyfreedomdayspa.com.au","South Melbourne","+61396964584","http://www.bodyfreedomdayspa.com.au/"
"NuYou Natural Beauty Day Spa","hello@nuyounatural.com.au","Tewantin","+61754740884","https://nuyounatural.com.au/"
"Saltair Day Spa Port Melbourne","info@saltairspa.com.au","Port Melbourne","+61393317774","https://www.saltairspa.com.au/"
"Saint Alicia Day Spa","info@saintaliciadayspa.com.au","West End","+61431347910","http://www.saintaliciadayspa.com.au/"
"Luxsa Therapy Thai Massage","luxsatherapy.official@gmail.com","Brighton","+61395928710","http://www.luxsatherapy.com.au/"
"REJUVENATION BEAUTY CLINIC","admin@rejuvenationbeautyclinic.com","Woolloongabba","+61403301260","https://www.rejuvenationbeautyclinic.com/"
"Thai Villa Massage & Spa Newtown","contact@thaivilla.com.au","Newtown","+61295503356","http://www.thaivilla.com.au/"
"Skin Clique Laser Clinic","info@skinclique.com.au","West End","+61738442259","https://skinclique.com.au/"
"Brows - Lashes - Massage","elisamantovanistudio@gmail.com","St Lucia","+61452419850","https://www.elisamantovanistudio.com/"
"Botanica Wellness Spa and Clinic","enquiries@botanicadayspa.com.au","Melbourne","+61396205992","https://www.botanicadayspa.com.au/"
"Cinergee Day Spa & Wellness Retreat","indulge@cinergee.com.au","Launceston","+61363346885","http://www.cinergee.com.au/"
"Empire Day Spa & Massage | Melbourne Richmond Victoria","empirebookme@gmail.com","Richmond","+61399436561","http://www.empiredayspa.com.au/"
"The Nail Bar by.CREATIVE CLAWS","admin@thenailbarbycreativeclaws.com","Indooroopilly","+61734204987","https://www.thenailbarbycreativeclaws.com/"
"The Bathhouse Albion","hello@thebathhousealbion.com.au","Albion","+61494173795","https://thebathhousealbion.com.au/"
"Bei Beauty Salon","beibeauty@gmail.com","Biggera Waters","+61755288825","https://www.beibeauty.com.au/"
"Health Dynamics Brisbane","info@back2health.net.au","West End","+61732550671","http://www.back2health.net.au/"
"D-Spa","info@d-spa.com.au","South Yarra","+61398266700","https://www.d-spa.com.au/"
"Massage Beautique","massagebeautique@gmail.com","Bondi Junction","+61452553415","http://www.massagebeautique.com.au/"
"PhiBeauty Cosmetic & Laser Clinic","hi@phibeauty.com.au","South Yarra","+61452235811","https://phibeauty.com.au/"
"Salon Lane Bondi Junction","info@salonlane.com.au","Bondi Junction","","https://salonlane.com.au/locations/bondi-junction"
"Beautyologist","info@beautyologist.com.au","Balaclava","+61395315092","http://www.beautyologist.com.au/"
"The Body Refinery","info@thebodyrefinery.com.au","New Farm","+61733583915","https://www.thebodyrefinery.com.au/"
"The Glorious Spa & Beauty","gloriousspa.beauty@gmail.com","Mooloolaba","+61411690489","https://www.gloriousspa.com.au/"
"The Medispa","info@themedispaonmelville.com.au","Brunswick West","+61394983391","http://www.themedispaonmelville.com.au/"
"Advanced Body Image and Spa Lotus","reception@abint.com.au","Berrimah","+61889856088","http://www.advancedbodyimage.com.au/"
"AN EXPERIENCE BEAUTY CLINIC Facials Melbourne Environ Skincare Microdermabrasion","info@anexperiencebeautyclinic.com","Melbourne","+61401139754","http://anexperiencebeautyclinic.com/"
"Bali Sisters - Bondi Massage & Healing Therapy","balisisters.bondi@gmail.com","Bondi","+61423760730","http://balisisters.com.au/"
"The Skin Lab","orders@theskinlab.com.au","Spring Hill","+61738324370","https://theskinlab.com.au/?utm_source=google"
"Ripple Massage Day Spa And Beauty","info@ripplemassage.com.au","","+61438567906","https://www.ripplemassage.com.au/"
"Laurel Beauty and Spa (Yarra’s Edge Docklands)","booking@laurelbeauty.com.au","Docklands","+61433669666","http://laurelbeauty.com.au/"
"Maitri Aesthetics","admin@maitriaesthetics.com.au","Mackay","+61427225542","http://maitri.com.au/"
"Beauty On Park Street","hello@beautyonparkst.com.au","Sydney","+61292214688","http://www.beautyonparkst.com.au/"
"Ripple South Melbourne Massage Day Spa And Beauty","ali@ripplemassage.com.au","South Melbourne","+61438567906","https://www.ripplemassage.com.au/locations/melbourne-massage/"
"Spa & Sport at Swissotel Sydney","spasport.sydney@swissotel.com","Sydney","+61292387777","http://www.cityspaandsport.com.au/"
"The Sebel Spa","nom@domaine.com","Docklands","+61396417500","https://all.accor.com/hotel/9380/index.en.shtml"
"On The Park Rejuvenation","dayspa.sydney@sheraton.com","Sydney","+61292866830","https://www.ontheparkrejuvenation.com.au/?scid=feed67b0-9a2f-4de1-8df6-114544116108"
"KR Skin Clinic - Beauty Therapy & IPL","contact@krskinclinic.com.au","Varsity Lakes","+61433625364","https://www.krskinclinic.com.au/"
"Crown Spa","crownspa@crownsydney.com.au","Barangaroo","+61288716368","https://www.crownhotels.com.au/sydney/crown-spa"
"Ripple Couples Massage Day Spa And Beauty","info@ripplemassage.com.au","","+61438567906","https://www.ripplemassage.com.au/couples-massage"
"Face Body Day Spa & Beauty Salon","facebodydayspa@bigpond.com","Parramatta","+61296834338","https://facebodydayspa.com/"
"Sacred Ritual Spa","info@sacredritualspa.com.au","Bondi Junction","+61297734054","https://sacredritualspa.com.au/"
"Sitara Thai Massage & Spa, North Sydney","info@sitarathaimassagespa.com.au","McMahons Point","+61468882127","http://www.sitarathaimassagespa.com.au/"
"The Wellness Studio Bondi","rachel@thewellnessstudio.com.au","Bondi","+61416409948","https://www.thewellnessstudio.com.au/"
"Ripple Couples Massage Day Spa And Beauty","ali@ripplemassage.com.au","","+61438567906","https://www.ripplemassage.com.au/couples-massage"
"First Skin and Body","info@firstskinandbody.com.au","North Adelaide","+61884107877","http://www.firstskinandbody.com.au/"
"Demi International Student Clinic Maroochydore","admin@demiinternational.com.au","Maroochydore","+61753019393","https://www.demiinternational.edu.au/student-clinic/"
"Body Catalyst North Sydney","info@bodycatalyst.com.au","North Sydney","","https://www.bodycatalyst.com.au/"
"Mor Tide Massage & Day Spa","hello@mortide.com.au","Fortitude Valley","+61409329756","https://www.mortide.com.au/"
"Sabai Sabai Thai Massage and Day Spa","sabaisabaicronulla@gmail.com","Cronulla","+61295277087","http://www.sabaisabaicronulla.com.au/"
"AF Aesthetics | Chatswood Laser Clinic","info@afaesthetics.com.au","Chatswood","+61280043323","https://www.afaesthetics.com.au/"
"Own Newtown Wellness Centre","info@ownnsw.org.au","Newtown","+61295198044","https://ownnsw.org.au/get-involved/join-group/newtown-wellness/"
"The Healing Stone","tenku@healingstone.com.au","South Brisbane","+61721042611","https://www.healingstone.com.au/southbankspa/services/"
"Stephanies Spa Retreat, Sofitel Brisbane","desmond@stephanies.com.au","Brisbane City","+61732218800","https://stephanies.com.au/"
"Wellness Sanctuary Massage & Natural Therapies","hello@wellness-sanctuary.com.au","New Farm","+61400753057","https://wellness-sanctuary.com.au/"
"Ripple Mobile Massage Day Spa And Beauty","info@ripplemassage.com.au","Maroochydore","+61438567906","https://www.ripplemassage.com.au/"
"Soak Bathhouse - Day Spa Mermaid Beach","hello@soakbathhouse.com.au","Mermaid Beach","+61417331788","http://www.soakbathhouse.com.au/"
"Soak Bathhouse","hello@soakbathhouse.com.au","South Brisbane","+61417160396","https://soakbathhouse.com.au/visiting-us/west-end/"
"Sense Of Self (SOS)","hello@sos-senseofself.com","Collingwood","+61399175412","http://www.sos-senseofself.com/"
"LEA Healing Space (Holistic Face and Body Alignment) -Remedial Massage","contact@leahealingspace.com","Melbourne","","http://leahealingspace.com/"
"Stillwater Beauty","enquiries@stillwaterbeauty.com.au","Green Point","+61243653290","http://stillwaterbeauty.com.au/"
"Massage Spirit CastleTown","massagespiritcastletown@gmail.com","Townsville City","+61747404580","https://www.facebook.com/people/Massage-Spirit-CastleTown/61551654151770/"
"Fabiola Beauty","salon@fabiolabeauty.com.au","Wollongong","+61242283229","http://www.fabiolabeauty.com.au/"
"Soak Bathhouse","hello@soakbathhouse.com.au","South Brisbane","+61417160396","https://soakbathhouse.com.au/visiting-us/west-end/"
"Vogue Beauty Clinic","info@voguebeautyoncharles.com.au","Launceston","+61363311380","https://voguebeautyoncharles.com.au/"
"Spa 902 and Salon","dayspa902@aol.com","Melbourne","","http://www.spa902.com/"
"endota spa Terrigal","info@endota.com.au","Terrigal","+61243849143","https://endotaspa.com.au/find-a-spa/terrigal?utm_content=endota+spa+Terrigal"
"Jasmine Beauty Therapy","salon@jasminebeautytherapy.com.au","Ballarat Central","+61353315055","https://www.jasminebeautytherapy.com.au/?utm_source=google"
"Miss Morpho","missmorpho111@gmail.com","Richmond","+61451300111","http://missmorpho.com/"
"Quay Day Spa","reception@quaydayspa.com.au","Bellerive","+61361220155","http://www.quaydayspa.com.au/"
"Skin Clique Laser Clinic","info@skinclique.com.au","West End","+61738442259","https://skinclique.com.au/"
"Heart 2 Heart Mobile Massage and Reiki","hello@healingheart2heart.com.au","Manunda","+61430133220","https://heart2hearthealing.as.me/"
"endota spa Red Hill","info@endota.com.au","Red Hill South","+61359310044","https://endotaspa.com.au/find-a-spa/red-hill?utm_source=google"
"Victoria’s Cosmetic Medical Clinic","info@victorias.com.au","Newstead","+61363310377","https://www.victorias.com.au/"
"Alba Thermal Springs and Spa","marketing@albathermalsprings.com.au","Fingal","+61359850900","https://albathermalsprings.com.au/"
"Beauty Unleashed","info@beautyunleashed.com.au","Kahibah","+61249577228","https://beautyunleashed.com.au/"
"Ballarat Wellness Centre and Salt Rooms","info@ballaratsaltrooms.com.au","Golden Point","+61353317810","https://ballaratwellnesscentre.com.au/?utm_source=google"
"Body & Balance -2 Geelong","info@bodynbalance.com.au","Geelong","+61352232188","http://www.bodynbalance.com.au/"
"Light Years Skin Studio - Broadbeach","hello@lightyearsskinstudio.com.au","Broadbeach","+61438192153","https://www.lightyearsskinstudio.com/?utm_content=Light%20Years%20Skin%20Studio%20-%20Broadbeach%20-%20Broadbeach"
"Devotional Bodywork","hello@devotionalbodywork.com.au","Fortitude Valley","","http://www.devotionalbodywork.com.au/"
"Rising Massage Cairns City - Relax Massage, 按摩","support@nearbymassage.com.au","Cairns City","+61420502799","https://www.nearbymassage.com.au/rising-massage-cairns/"
"WADE THE MASSAGE GUY & TEAM - Specialists in Brisbane Remedial Massage, Sports Massage and Deep Tissue Massage","wade@wadethemassageguy.com.au","Brisbane City","+61406016556","https://wadethemassageguy.com.au/"
"Artisan Aesthetic Clinics Robina","careers@artisanclinics.com","Robina","+61756464185","https://artisanclinics.com/location/artisan-gold-coast-robina/"
"River Styx Recovery","riverstyxrecovery@gmail.com","Tarragindi","","http://www.riverstyxrecovery.com/"
"Kobido Cairns","magda@kobido.com.au","","+61411193503","https://kobido.com.au/"
"endota spa Mornington","info@endota.com.au","Mornington","+61359771522","https://endotaspa.com.au/find-a-spa/mornington?utm_source=google"
"Aleisha- Jane Beauty","support@kitomba.com","Surry Hills","+61293313236","https://apps.kitomba.com/bookings/aleishajaneenterprise"
"Victory Wellness Centre","info@victorywellnesscentre.com.au","Chatswood","+61294103185","https://www.victorywellnesscentre.com.au/"
"Orchid Day Spa","orchiddayspa@bigpond.com","Melbourne","+61396704964","https://www.orchiddayspa.com.au/"
"Ripple Baby Shower Massage Day Spa And Beauty","ali@ripplemassage.com.au","","+61438567906","https://www.ripplemassage.com.au/"
"InSPArations Day Spa Launceston","info@insparations.com.au","Launceston","+61363317888","http://www.insparations.com.au/"
"Siam Retreat Thai Massage & Spa Adelaide","info@siamretreat.com.au","Adelaide","+61882329992","https://www.siamretreat.com.au/"
"Beauty Unleashed","info@beautyunleashed.com.au","Kahibah","+61249577228","https://beautyunleashed.com.au/"
"Shine Skin and Body","recep@shineskinandbody.com.au","Richmond","+61431430490","https://shineskinandbody.com.au/"
"LAN SPA","info@lanspa.com.au","Surfers Paradise","+61756641877","http://lanspa.com.au/"
"Indulgence Day Spa The Pines","contact@sansoxygen.com","Elanora","+61756070668","http://massageorientation.com.au/"
"The Healing Stone","tenku@healingstone.com.au","South Brisbane","+61721042611","https://www.healingstone.com.au/southbankspa/services/"
"Relaxation Corporation at Sea World Resort","info@relaxationcorporation.com","Main Beach","+61415751751","http://relaxationcorporation.com/"
"endota spa Coolangatta","info@endota.com.au","Coolangatta","+61755157919","https://endotaspa.com.au/find-a-spa/coolangatta?utm_source=google"
"Wellness Sanctuary Massage & Natural Therapies","hello@wellness-sanctuary.com.au","New Farm","+61400753057","https://wellness-sanctuary.com.au/"
"Indulgences Beauty Therapy | Beauty Salon | Newcastle NSW","frontdesk@indulgences.com.au","The Junction","+61249625022","https://indulgences.com.au/"
"On Eagle Wings Mountain Retreat & Spa","info@oneaglewings.com.au","Neranwood","+61755591850","http://www.oneaglewings.com.au/"
"Esteem Clinic Main Beach | Cosmetic Aesthetics and Skin Care","book@esteemclinic.com.au","Main Beach","+61755391000","https://esteemclinic.com.au/"
"Skin & Beauty Clinic Sydney","tee@skinandbeautyclinics.com.au","Mount Lewis","+61467950416","http://skinandbeautyclinics.com.au/"
"Enhance Skin Care","enhanceskincare@iinet.net.au","Canberra","+61262472100","https://www.enhanceskincare.com.au/"
"Stephanies Ocean Spa","desmond@stephanies.com.au","Noosa Heads","+61754735353","https://stephanies.com.au/"
"Rejuvenate Massage Qld","ampoy5@yahoo.com","Caloundra","+61403410751","http://rejuvenatemassageqld.gettimely.com/"
"Elysium Day Spa","reception@elysiumdayspa.com.au","Golden Point","+61353329772","https://www.elysiumdayspa.com.au/"
"Noosa Springs Golf & Spa Resort","info@noosasprings.com.au","Noosa Heads","+61754403333","http://www.noosasprings.com.au/"
"evaiya spa","evaiyaspa@evaiya.com.au","Surfers Paradise","","http://www.evaiya.com.au/"
